107.045104,216.010861,156.852408,185.196517,190.023938,184.342573,189.096059
105.604117,226.107380,158.912192,191.522494,197.911521,179.742330,186.328388
110.627604,222.754749,161.007063,189.383676,190.910224,181.828181,190.226401
107.987762,217.199719,168.856701,187.552019,194.800541,182.666248,187.916492
105.007800,222.112488,162.105154,187.806292,191.234936,179.565736,189.423430
107.376911,212.262165,158.611918,189.440642,201.355340,180.011808,188.678165
108.311612,220.233443,161.885173,187.329204,194.037840,173.743679,177.378568
105.019351,219.621025,157.326972,195.134938,194.335549,180.304018,199.799707
106.629189,216.454180,159.753740,186.417438,189.364318,183.255004,194.430196
107.136637,212.363988,162.446708,188.295984,190.311120,184.413138,185.166139
109.569462,210.191080,159.526813,191.651318,192.436512,184.689891,190.465726
107.799497,215.020000,159.034308,189.173926,195.725703,178.636178,188.111288
110.814304,213.100410,157.363846,185.465150,202.798724,180.277157,194.255974
102.222494,218.931301,158.843218,188.585708,196.474525,182.472386,178.656204
107.031874,216.029548,161.784914,189.373820,196.612002,180.945379,188.959777
107.031616,219.616762,161.415788,196.086089,191.000361,180.196989,189.397615
107.801353,205.867814,162.176860,177.536580,182.605575,184.993687,192.738990
107.379693,222.132522,160.174218,178.660430,196.373291,186.859506,197.610042
104.307451,220.530322,156.795622,191.539581,195.983765,181.035457,188.499954
105.882218,212.246203,159.365145,191.338576,195.448956,181.764880,188.742016
105.818650,222.059638,161.455933,184.394680,203.629970,183.515287,183.297666
107.105864,223.252084,159.047074,186.136984,191.335413,177.501281,184.031260
108.047533,212.987207,161.659930,184.839110,196.468441,177.721479,199.138804
107.171539,219.982064,157.110854,185.597636,196.253056,178.829253,190.044082
105.391969,218.479287,158.907720,195.019493,191.892281,179.284115,178.137857
108.669988,218.667142,165.153645,194.215898,200.025021,183.628807,187.030823
110.066978,209.835326,165.507319,180.267327,202.609902,179.559636,189.335173
109.361756,215.355813,162.006883,190.399879,195.794190,170.975828,183.580092
107.167901,222.226573,154.696577,185.060951,188.251256,181.878628,185.450400
106.947383,227.947995,159.352211,188.375503,190.870341,177.980392,191.618414
